image_path,class_id,label
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0001.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0008.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0013.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0015.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0029.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0032.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0036.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0038.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0043.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0050.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0057.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0061.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0071.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0078.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0085.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0092.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0100.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0106.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0107.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0113.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0123.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0127.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0130.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0134.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0148.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0155.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0162.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0163.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0174.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0175.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0176.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0182.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0190.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0194.jpg,0,airport_inside
./dataset/indoorCVPR_09/Images/airport_inside/airport_inside_0197.jpg,0,airport_inside
